source_code,category_code,query_slug,record_kind,title,description_raw,buyer_country_raw,buyer_country_code,buyer_identity_claim_raw,published_at_raw,published_at,contact_gate,source_url,listing_url,verification_status,observed_at,snapshot_sha256,data_mode
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Herbal Tea and Herbal Tea Blends,we are looking for reliable supplier of herbal tea and herbal tea blends for long term cooperation.....,Vietnam,,,"15 Feb, 2026",2026-02-15,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Herbal_strong_Tea--24456746.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy GINSENG TEA,"We're an IMPORTERS OF TEA AND COFFEE and EXPORTER OF MANGOES in India. Currently, we're looking for GINSEN TEA . - Specification and amount : 1000 - Usage : Retail - Specific intention to purchase : 1month",India,,,"13 Jan, 2026",2026-01-13,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_GINSENG_strong_TEA--24455610.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Steel Tea Cup Sets From Manufacturer,"I want to buy all type of steel tea cup sets .. .. from manufacturers for bulk export , call me 9820293151 , madhurisarees.in",India,,,"13 May, 2025",2025-05-13,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Steel_strong_Tea--24448159.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Green Tea,Hello Supplier We are soucing for HEALTHY GREEN TEA Tea Green Green Extract Rooibos tea Sage tea Ginger tea Hibiscus tea Anti-Adipeux Tea Peppermint tea Echinacea tea Chamomile tea Contact Us for more details,Benin,,,"9 Apr, 2025",2025-04-09,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Green_strong_Tea--24447616.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Green Tea,Hello Supplier We are soucing for HEALTHY GREEN TEA Tea Green Green Extract Anti-Adipeux Tea Contact Us for more details,Benin,,,"9 Apr, 2025",2025-04-09,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Green_strong_Tea--24447615.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Green Tea,Hello Supplier We are soucing for HEALTHY GREEN TEA Tea Green Green Extract Anti-Adipeux Tea Contact Us for more details,Benin,,,"9 Apr, 2025",2025-04-09,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Green_strong_Tea--24447614.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Steel Tea Cup Sets From Manufacturer,"I want to buy all types of Steel tea cup sets , kitchenware items .. .. for bulk export call me 9820293151 , madhurisarees.in ,",India,,,"21 Mar, 2025",2025-03-21,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Steel_strong_Tea--24447371.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,"We Buy Beverages (Juice, Carbonated Drinks, Tea , Coffee, Etc.)","We're looking for Beverages (Juice, Carbonated Drinks, Tea , Coffee, etc.) - Details: Seeking to supply and distribute these products through local offline stores and online distribution channels. - Desired Purchase Volume: To be negotiated upon contract agreement. We have extensive experience in China-Korea trade and is currently supplying products through welfare platforms and other distribution",China,,,"19 Mar, 2025",2025-03-19,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Beverages_Juice_Carbonated--24447343.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Citron Tea,"We're looking for Citron Tea . - Payment condition: T/T - Quantity: to be confirmed - Major importing country: Korea, Japan",Hong Kong,,,"18 Mar, 2025",2025-03-18,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Citron_strong_Tea--24447334.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,Buy Organic Dried Herb Tea,"Brief Description Buy Organic herb tea raw materials. The origin or export place: Europe ORGANIC CERTIFICATE NEEDS. We are looking for suppliers of the organic herb tea raw materials, who manage and control their own farm. Our wanted organic herb tea is as below; - Organic Rosemary - Organic Peppermint - Organic Chamomile - Organic Lavender and we also plan to import other tea s. The bulk raw mate",Korea,,,"28 Feb, 2025",2025-02-28,premium_membership_or_login,https://importer.ec21.com/buy-lead/Buy_Organic_Dried_Herb_strong--9027135.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Powdered Tea,"We're looking for Korean food and household goods wholesale and retail distributor. [ Interested Items] - Powdered tea in stick form (yuzu tea , ginger tea , misugaru, etc.) - Request for product information and unit price details - Preference for tea and beverage stick products with easy-cut opening",Germany,,,"31 Jan, 2025",2025-01-31,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Powdered_strong_Tea--24446862.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Green Tea & Black Tea,We're looking for Organic green and black loose leaf tea 1) Specifications of the item: Tea : green and black. No tea bags but only loose leaf tea per kg. 2) Payment condition: FOB 3) Quantity: TBD,Finland,,,"18 Nov, 2024",2024-11-18,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Green_strong_Tea--24446174.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,We Buy Korean Tea,"We're looking for Flower tea , Korean tea , traditional tea , herbal tea . - Terms and Conditions: We are looking for a reliable local company that uses quality, domestically sourced ingredients to supply trustworthy products. The company should be ready for export and able to ensure product quantity and quality, with preference given to those open to a long-term partnership.",United States,US,,"12 Nov, 2024",2024-11-12,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Korean_strong_Tea--24446046.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
ec21,TEA,tea,DIRECT_BUY_REQUIREMENT,"We Buy Matcha Powder, Tea From Korea",We're searching for Matcha powder / Tea which is coming originally from Korea. - Payment conditions: 100% T/T in advance - Expected volume: depends on the offered price,Hungary,,,"4 Nov, 2024",2024-11-04,premium_membership_or_login,https://importer.ec21.com/buy-lead/We_Buy_Matcha_Powder_strong--24445944.html,https://importer.ec21.com/tea.html,UNVERIFIED_MARKETPLACE_POST,2026-08-27T20:49:52+00:00,56a0cfa0611f9dcce9a83e4808b7b5ec3402cb5834d9a6c685fc44719fe8fe6d,LIVE
